Bankleitzahl;Merkmal;Bezeichnung;PLZ;Ort;Kurzbezeichnung;PAN;BIC;PrÅfziffer-berechnungs-methode;Datensatz-nummer;énderungs-kennzeichen;Bankleitzahl-lîschung;Nachfolge-Bankleitzahl
62220000;1;Bausparkasse SchwÑbisch Hall;74501;SchwÑbisch Hall;Bauspk SchwÑbisch Hall;;BSHHDE61XXX;09;044277;U;0;00000000
62240048;1;Commerzbank;74523;SchwÑbisch Hall;Commerzbank SH F-S48;24048;COBADEFFXXX;13;055610;U;0;00000000
62250030;1;Sparkasse SchwÑbisch Hall-Crailsheim;74504;SchwÑbisch Hall;Sparkasse SchwÑbisch Hall;56029;SOLADES1SHA;01;002850;U;0;00000000
62250030;2;Sparkasse SchwÑbisch Hall-Crailsheim;74405;Gaildorf;Sparkasse SchwÑbisch Hall;56029;;01;002305;U;0;00000000
62250030;2;Sparkasse SchwÑbisch Hall-Crailsheim;74582;Gerabronn;Sparkasse SchwÑbisch Hall;56029;;01;002319;U;0;00000000
62250030;2;Sparkasse SchwÑbisch Hall-Crailsheim;74572;Blaufelden;Sparkasse SchwÑbisch Hall;56029;;01;002393;U;0;00000000
62250030;2;Sparkasse SchwÑbisch Hall-Crailsheim;74564;Crailsheim;Sparkasse SchwÑbisch Hall;56029;;01;002513;U;0;00000000
62250030;2;Sparkasse SchwÑbisch Hall-Crailsheim;74532;Ilshofen;Sparkasse SchwÑbisch Hall;56029;;01;002595;U;0;00000000
62250030;2;Sparkasse SchwÑbisch Hall-Crailsheim;74592;Kirchberg an der Jagst;Sparkasse SchwÑbisch Hall;56029;;01;002660;U;0;00000000
62250030;2;Sparkasse SchwÑbisch Hall-Crailsheim;74424;BÅhlertann;Sparkasse SchwÑbisch Hall;56029;;01;043392;U;0;00000000
62250030;2;Sparkasse SchwÑbisch Hall-Crailsheim;74579;Fichtenau;Sparkasse SchwÑbisch Hall;56029;;01;043394;U;0;00000000
62250030;2;Sparkasse SchwÑbisch Hall-Crailsheim;74427;Fichtenberg;Sparkasse SchwÑbisch Hall;56029;;01;043395;U;0;00000000
62250030;2;Sparkasse SchwÑbisch Hall-Crailsheim;74595;Langenburg;Sparkasse SchwÑbisch Hall;56029;;01;043398;U;0;00000000
62250030;2;Sparkasse SchwÑbisch Hall-Crailsheim;74535;Mainhardt;Sparkasse SchwÑbisch Hall;56029;;01;043399;U;0;00000000
62250030;2;Sparkasse SchwÑbisch Hall-Crailsheim;74545;Michelfeld;Sparkasse SchwÑbisch Hall;56029;;01;043401;U;0;00000000
62250030;2;Sparkasse SchwÑbisch Hall-Crailsheim;74420;Oberrot;Sparkasse SchwÑbisch Hall;56029;;01;043402;U;0;00000000
62250030;2;Sparkasse SchwÑbisch Hall-Crailsheim;74423;Obersontheim;Sparkasse SchwÑbisch Hall;56029;;01;043403;U;0;00000000
62250030;2;Sparkasse SchwÑbisch Hall-Crailsheim;74585;Rot am See;Sparkasse SchwÑbisch Hall;56029;;01;043404;U;0;00000000
62250030;2;Sparkasse SchwÑbisch Hall-Crailsheim;74538;Rosengarten;Sparkasse SchwÑbisch Hall;56029;;01;043405;U;0;00000000
62250030;2;Sparkasse SchwÑbisch Hall-Crailsheim;74589;Satteldorf;Sparkasse SchwÑbisch Hall;56029;;01;043406;U;0;00000000
62250030;2;Sparkasse SchwÑbisch Hall-Crailsheim;74575;Schrozberg;Sparkasse SchwÑbisch Hall;56029;;01;043407;U;0;00000000
62250030;2;Sparkasse SchwÑbisch Hall-Crailsheim;74597;Stimpfach;Sparkasse SchwÑbisch Hall;56029;;01;043408;U;0;00000000
62250030;2;Sparkasse SchwÑbisch Hall-Crailsheim;74429;Sulzbach-Laufen;Sparkasse SchwÑbisch Hall;56029;;01;043409;U;0;00000000
62250030;2;Sparkasse SchwÑbisch Hall-Crailsheim;74547;UntermÅnkheim;Sparkasse SchwÑbisch Hall;56029;;01;043410;U;0;00000000
62250030;2;Sparkasse SchwÑbisch Hall-Crailsheim;74541;Vellberg;Sparkasse SchwÑbisch Hall;56029;;01;043411;U;0;00000000
62251550;1;Sparkasse Hohenlohekreis;74641;KÅnzelsau;Sparkasse Hohenlohekreis;56027;SOLADES1KUN;01;001599;U;0;00000000
62251550;2;Sparkasse Hohenlohekreis;74679;Wei·bach;Sparkasse Hohenlohekreis;56027;;01;001449;U;0;00000000
62251550;2;Sparkasse Hohenlohekreis;74238;Krautheim;Sparkasse Hohenlohekreis;56027;;01;001478;U;0;00000000
62251550;2;Sparkasse Hohenlohekreis;74653;Ingelfingen;Sparkasse Hohenlohekreis;56027;;01;001582;U;0;00000000
62251550;2;Sparkasse Hohenlohekreis;74677;Dîrzbach;Sparkasse Hohenlohekreis;56027;;01;001620;U;0;00000000
62251550;2;Sparkasse Hohenlohekreis;74673;Mulfingen;Sparkasse Hohenlohekreis;56027;;01;001754;U;0;00000000
62251550;2;Sparkasse Hohenlohekreis;74676;Niedernhall;Sparkasse Hohenlohekreis;56027;;01;001769;U;0;00000000
62251550;2;Sparkasse Hohenlohekreis;74214;Schîntal;Sparkasse Hohenlohekreis;56027;;01;002042;U;0;00000000
62251550;2;Sparkasse Hohenlohekreis;74670;Forchtenberg;Sparkasse Hohenlohekreis;56027;;01;002281;U;0;00000000
62251550;2;Sparkasse Hohenlohekreis;74632;Neuenstein;Sparkasse Hohenlohekreis;56027;;01;002481;U;0;00000000
62251550;2;Sparkasse Hohenlohekreis;74626;Bretzfeld;Sparkasse Hohenlohekreis;56027;;01;002499;U;0;00000000
62251550;2;Sparkasse Hohenlohekreis;74629;Pfedelbach;Sparkasse Hohenlohekreis;56027;;01;002509;U;0;00000000
62251550;2;Sparkasse Hohenlohekreis;74638;Waldenburg;Sparkasse Hohenlohekreis;56027;;01;002601;U;0;00000000
62251550;2;Sparkasse Hohenlohekreis;74613;ôhringen;Sparkasse Hohenlohekreis;56027;;01;002607;U;0;00000000
62251550;2;Sparkasse Hohenlohekreis;74635;Kupferzell;Sparkasse Hohenlohekreis;56027;;01;002676;U;0;00000000
62251550;2;Sparkasse Hohenlohekreis;74639;Zweiflingen;Sparkasse Hohenlohekreis;56027;;01;002913;U;0;00000000
62280012;1;Commerzbank vormals Dresdner Bank;74501;SchwÑbisch Hall;Commerzbank SchwÑb Hall;28622;DRESDEFF622;76;037634;U;0;00000000
62290110;1;VR Bank SchwÑbisch Hall-Crailsheim;74523;SchwÑbisch Hall;VR Bk SchwÑb. Hall-Crailsh.;96026;GENODES1SHA;10;022683;U;0;00000000
62290110;2;VR Bank SchwÑbisch Hall-Crailsheim;74542;Braunsbach;VR Bk SchwÑb. Hall-Crailsh.;96026;;10;019930;U;0;00000000
62290110;2;VR Bank SchwÑbisch Hall-Crailsheim;74544;Michelbach an der Bilz;VR Bk SchwÑb. Hall-Crailsh.;96026;;10;020060;U;0;00000000
62290110;2;VR Bank SchwÑbisch Hall-Crailsheim;74547;UntermÅnkheim;VR Bk SchwÑb. Hall-Crailsh.;96026;;10;020161;U;0;00000000
62290110;2;VR Bank SchwÑbisch Hall-Crailsheim;74535;Mainhardt;VR Bk SchwÑb. Hall-Crailsh.;96026;;10;022058;U;0;00000000
62290110;2;VR Bank SchwÑbisch Hall-Crailsheim;74538;Rosengarten;VR Bk SchwÑb. Hall-Crailsh.;96026;;10;022400;U;0;00000000
62290110;2;VR Bank SchwÑbisch Hall-Crailsheim;74423;Obersontheim;VR Bk SchwÑb. Hall-Crailsh.;96026;;10;047612;U;0;00000000
62290110;2;VR Bank SchwÑbisch Hall-Crailsheim;74545;Michelfeld;VR Bk SchwÑb. Hall-Crailsh.;96026;;10;051223;U;0;00000000
62290110;2;VR Bank SchwÑbisch Hall-Crailsheim;71543;WÅstenrot;VR Bk SchwÑb. Hall-Crailsh.;96026;;10;051225;U;0;00000000
62290110;2;VR Bank SchwÑbisch Hall-Crailsheim;74401;Gaildorf;VR Bk SchwÑb. Hall-Crailsh.;96026;;10;052868;U;0;00000000
62290110;2;VR Bank SchwÑbisch Hall-Crailsheim;74427;Fichtenberg;VR Bk SchwÑb. Hall-Crailsh.;96026;;10;052869;U;0;00000000
62290110;2;VR Bank SchwÑbisch Hall-Crailsheim;74417;Gschwend;VR Bk SchwÑb. Hall-Crailsh.;96026;;10;052870;U;0;00000000
62290110;2;VR Bank SchwÑbisch Hall-Crailsheim;74420;Oberrot;VR Bk SchwÑb. Hall-Crailsh.;96026;;10;052871;U;0;00000000
62290110;2;VR Bank SchwÑbisch Hall-Crailsheim;74429;Sulzbach-Laufen;VR Bk SchwÑb. Hall-Crailsh.;96026;;10;052872;U;0;00000000
62290110;2;VR Bank SchwÑbisch Hall-Crailsheim;74599;Wallhausen;VR Bk SchwÑb. Hall-Crailsh.;96026;;10;055417;U;0;00000000
62290110;2;VR Bank SchwÑbisch Hall-Crailsheim;74564;Crailsheim;VR Bk SchwÑb. Hall-Crailsh.;96026;;10;055418;U;0;00000000
62290110;2;VR Bank SchwÑbisch Hall-Crailsheim;74589;Satteldorf;VR Bk SchwÑb. Hall-Crailsh.;96026;;10;055419;U;0;00000000
62290110;2;VR Bank SchwÑbisch Hall-Crailsheim;74532;Ilshofen;VR Bk SchwÑb. Hall-Crailsh.;96026;;10;055420;U;0;00000000
62290110;2;VR Bank SchwÑbisch Hall-Crailsheim;74579;Fichtenau;VR Bk SchwÑb. Hall-Crailsh.;96026;;10;055422;U;0;00000000
62290110;2;VR Bank SchwÑbisch Hall-Crailsheim (Gf P2);74523;SchwÑbisch Hall;VR Bk SchwÑb. Hall-Crailsh.;86026;;10;054366;U;0;00000000
62291020;1;Crailsheimer Volksbank -alt-;74551;Crailsheim;Crailsheimer VB -alt-;96065;GENODES1CRV;10;021741;U;0;00000000
62291020;2;Crailsheimer Volksbank;74599;Wallhausen;Crailsheimer Volksbank;96065;;10;020175;U;0;00000000
62291020;2;Crailsheimer Volksbank;74579;Fichtenau;Crailsheimer Volksbank;96065;;10;022074;U;0;00000000
62291020;2;Crailsheimer Volksbank;74532;Ilshofen;Crailsheimer Volksbank;96065;;10;022150;U;0;00000000
62291020;2;Crailsheimer Volksbank;74589;Satteldorf;Crailsheimer Volksbank;96065;;10;022645;U;0;00000000
62291020;2;Crailsheimer Volksbank (Gf P2);74551;Crailsheim;Crailsheimer Volksbank;86065;;10;054367;U;0;00000000
62391010;1;Volksbank Bad Mergentheim -alt-;97968;Bad Mergentheim;VB Bad Mergentheim -alt-;96061;GENODES1VBM;10;021568;U;1;00000000
62391010;2;Volksbank Bad Mergentheim (Gf P2);97968;Bad Mergentheim;Volksbank Bad Mergentheim;86061;;10;054369;U;0;00000000
62391420;1;Volksbank Vorbach-Tauber;97990;Weikersheim;Volksbank Vorbach-Tauber;96117;GENODES1VVT;10;022375;U;0;00000000
62391420;2;Volksbank Vorbach-Tauber;97996;Niederstetten;Volksbank Vorbach-Tauber;96117;;10;020080;U;0;00000000
62391420;2;Volksbank Vorbach-Tauber;97993;Creglingen;Volksbank Vorbach-Tauber;96117;;10;056453;U;0;00000000
62391420;2;Volksbank Vorbach-Tauber (Gf P2);97990;Weikersheim;Volksbank Vorbach-Tauber;86117;;10;054370;U;0;00000000
63000000;1;Bundesbank;89018;Ulm;BBk Ulm, Donau;20630;MARKDEF1630;09;011595;U;0;00000000
63010111;1;SEB;89073;Ulm;SEB Ulm Donau;25905;ESSEDE5F630;13;006694;U;0;00000000
63010111;2;SEB;73033;Gîppingen;SEB Gîppingen;25905;ESSEDE5F632;13;005347;U;0;00000000
63010111;2;SEB;88045;Friedrichshafen;SEB Friedrichshafen;25905;ESSEDE5F631;13;005619;U;0;00000000
63020086;1;UniCredit Bank - HypoVereinsbank;89002;Ulm;UniCredit Bank-HypoVereinbk;22090;HYVEDEMM461;99;034833;U;0;00000000
63020086;2;UniCredit Bank - HypoVereinsbank;89251;Illertissen;UniCredit Bank-HypoVereinbk;22090;HYVEDEMM461;99;032384;U;0;00000000
63040053;1;Commerzbank;89005;Ulm;Commerzbank Ulm Donau;24630;COBADEFFXXX;13;010245;U;0;00000000
63040053;2;Commerzbank;89203;Neu-Ulm;Commerzbank Neu-Ulm;24630;;13;010224;U;0;00000000
63040053;2;Commerzbank;89584;Ehingen (Donau);Commerzbank Ehingen Donau;24630;;13;043134;U;0;00000000
63050000;1;Sparkasse Ulm;89017;Ulm;Sparkasse Ulm;56025;SOLADES1ULM;01;003123;U;0;00000000
63050000;2;Sparkasse Ulm;89604;Allmendingen;Sparkasse Ulm;56025;;01;001729;U;0;00000000
63050000;2;Sparkasse Ulm;89597;Munderkingen;Sparkasse Ulm;56025;;01;001814;U;0;00000000
63050000;2;Sparkasse Ulm;89610;Oberdischingen;Sparkasse Ulm;56025;;01;001843;U;0;00000000
63050000;2;Sparkasse Ulm;89611;Obermarchtal;Sparkasse Ulm;56025;;01;001848;U;0;00000000
63050000;2;Sparkasse Ulm;89613;Oberstadion;Sparkasse Ulm;56025;;01;001849;U;0;00000000
63050000;2;Sparkasse Ulm;89584;Ehingen (Donau);Sparkasse Ulm;56025;;01;002028;U;0;00000000
63050000;2;Sparkasse Ulm;89616;Rottenacker;Sparkasse Ulm;56025;;01;002100;U;0;00000000
63050000;2;Sparkasse Ulm;89601;Schelklingen;Sparkasse Ulm;56025;;01;002137;U;0;00000000
63050000;2;Sparkasse Ulm;89150;Laichingen;Sparkasse Ulm;56025;;01;002201;U;0;00000000
63050000;2;Sparkasse Ulm;72535;Heroldstatt;Sparkasse Ulm;56025;;01;002277;U;0;00000000
63050000;2;Sparkasse Ulm;72589;Westerheim;Sparkasse Ulm;56025;;01;002415;U;0;00000000
63050000;2;Sparkasse Ulm;89155;Erbach;Sparkasse Ulm;56025;;01;002727;U;0;00000000
63050000;2;Sparkasse Ulm;89179;Beimerstetten;Sparkasse Ulm;56025;;01;002728;U;0;00000000
63050000;2;Sparkasse Ulm;89182;Bernstadt;Sparkasse Ulm;56025;;01;002753;U;0;00000000
63050000;2;Sparkasse Ulm;89143;Blaubeuren;Sparkasse Ulm;56025;;01;002763;U;0;00000000
63050000;2;Sparkasse Ulm;73340;Amstetten;Sparkasse Ulm;56025;;01;002884;U;0;00000000
63050000;2;Sparkasse Ulm;89176;Asselfingen;Sparkasse Ulm;56025;;01;002889;U;0;00000000
63050000;2;Sparkasse Ulm;89174;Altheim (Alb);Sparkasse Ulm;56025;;01;002898;U;0;00000000
63050000;2;Sparkasse Ulm;89165;Dietenheim;Sparkasse Ulm;56025;;01;002911;U;0;00000000
63050000;2;Sparkasse Ulm;89160;Dornstadt;Sparkasse Ulm;56025;;01;002918;U;0;00000000
63050000;2;Sparkasse Ulm;89185;HÅttisheim;Sparkasse Ulm;56025;;01;002942;U;0;00000000
63050000;2;Sparkasse Ulm;89129;Langenau;Sparkasse Ulm;56025;;01;002992;U;0;00000000
63050000;2;Sparkasse Ulm;89186;Illerrieden;Sparkasse Ulm;56025;;01;002999;U;0;00000000
63050000;2;Sparkasse Ulm;89173;Lonsee;Sparkasse Ulm;56025;;01;003087;U;0;00000000
63050000;2;Sparkasse Ulm;89188;Merklingen;Sparkasse Ulm;56025;;01;003094;U;0;00000000
63050000;2;Sparkasse Ulm;89171;Illerkirchberg;Sparkasse Ulm;56025;;01;003103;U;0;00000000
63050000;2;Sparkasse Ulm;89191;Nellingen;Sparkasse Ulm;56025;;01;003105;U;0;00000000
63050000;2;Sparkasse Ulm;89195;Staig;Sparkasse Ulm;56025;;01;003118;U;0;00000000
63050000;2;Sparkasse Ulm;89197;Weidenstetten;Sparkasse Ulm;56025;;01;003129;U;0;00000000
63050000;2;Sparkasse Ulm;89198;Westerstetten;Sparkasse Ulm;56025;;01;003133;U;0;00000000
63050000;2;Sparkasse Ulm;89194;SchnÅrpflingen;Sparkasse Ulm;56025;;01;003138;U;0;00000000
63050000;2;Sparkasse Ulm;89134;Blaustein;Sparkasse Ulm;56025;;01;013801;U;0;00000000
63050000;2;Sparkasse Ulm;89607;Emerkingen;Sparkasse Ulm;56025;;01;034807;U;0;00000000
63050000;2;Sparkasse Ulm;89614;ôpfingen;Sparkasse Ulm;56025;;01;034819;U;0;00000000
63050000;2;Sparkasse Ulm;88481;Balzheim;Sparkasse Ulm;56025;;01;037874;U;0;00000000
63061486;1;VR-Bank Langenau-Ulmer Alb;89121;Langenau;VR-Bank Langenau-Ulmer Alb;66094;GENODES1LBK;10;020870;U;0;00000000
63061486;2;VR-Bank Langenau-Ulmer Alb;89176;Asselfingen;VR-Bank Langenau-Ulmer Alb;66094;;10;019909;U;0;00000000
63061486;2;VR-Bank Langenau-Ulmer Alb;89189;Neenstetten;VR-Bank Langenau-Ulmer Alb;66094;;10;020072;U;0;00000000
63061486;2;VR-Bank Langenau-Ulmer Alb;89192;Rammingen;VR-Bank Langenau-Ulmer Alb;66094;;10;020107;U;0;00000000
63061486;2;VR-Bank Langenau-Ulmer Alb;89197;Weidenstetten;VR-Bank Langenau-Ulmer Alb;66094;;10;020176;U;0;00000000
63061486;2;VR-Bank Langenau-Ulmer Alb;89198;Westerstetten;VR-Bank Langenau-Ulmer Alb;66094;;10;020183;U;0;00000000
63061486;2;VR-Bank Langenau-Ulmer Alb;89275;Elchingen;VR-Bank Langenau-Ulmer Alb;66094;;10;025693;U;0;00000000
63061486;2;VR-Bank Langenau-Ulmer Alb;89134;Blaustein;VR-Bank Langenau-Ulmer Alb;66094;;10;051250;U;0;00000000
63061486;2;VR-Bank Langenau-Ulmer Alb;89160;Dornstadt;VR-Bank Langenau-Ulmer Alb;66094;;10;051251;U;0;00000000
63061486;2;VR-Bank Langenau-Ulmer Alb;89173;Lonsee;VR-Bank Langenau-Ulmer Alb;66094;;10;051252;U;0;00000000
63061486;2;VR-Bank Langenau-Ulmer Alb (Gf P2);89121;Langenau;VR-Bank Langenau-Ulmer Alb;76094;;10;054371;U;0;00000000
63070024;1;Deutsche Bank Privat und GeschÑftskunden;89006;Ulm;Deutsche Bank PGK Ulm Donau;21256;DEUTDEDB630;63;050231;U;0;00000000
63070024;2;Deutsche Bank Privat und GeschÑftskunden;88382;Biberach an der Ri·;Deutsche Bank PGK Biberach;21256;DEUTDEDB631;63;050229;U;0;00000000
63070024;2;Deutsche Bank Privat und GeschÑftskunden;89231;Neu-Ulm;Deutsche Bank PGK Neu-Ulm;21256;DEUTDEDB632;63;050230;U;0;00000000
63070088;1;Deutsche Bank;89006;Ulm;Deutsche Bank Ulm Donau;27256;DEUTDESS630;63;006852;U;0;00000000
63070088;2;Deutsche Bank;88382;Biberach an der Ri·;Deutsche Bank Biberach Ri·;27256;DEUTDESS631;63;004914;U;0;00000000
63070088;2;Deutsche Bank;89231;Neu-Ulm;Deutsche Bank Neu-Ulm;27256;DEUTDESS632;63;034791;U;0;00000000
63080015;1;Commerzbank vormals Dresdner Bank;89005;Ulm;Commerzbank Ulm Donau;28630;DRESDEFF630;76;006747;U;0;00000000
63080015;2;Commerzbank vormals Dresdner Bank;88382;Biberach an der Ri·;Commerzbank Biberach Ri·;28630;;76;042742;U;0;00000000
63080085;1;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;70140;Stuttgart;Commerzbank ITGK1 Ulm;;DRESDEFFI59;09;055089;U;0;00000000
63090100;1;Volksbank Ulm-Biberach;89070;Ulm;Volksbank Ulm-Biberach;96019;ULMVDE66XXX;10;022555;U;0;00000000
63090100;2;Volksbank Ulm-Biberach;89165;Dietenheim;Volksbank Ulm-Biberach;96019;;10;021765;U;0;00000000
63090100;2;Volksbank Ulm-Biberach;89160;Dornstadt;Volksbank Ulm-Biberach;96019;;10;021786;U;0;00000000
63090100;2;Volksbank Ulm-Biberach;89231;Neu-Ulm;Volksbank Ulm-Biberach;96019;;10;021904;U;0;00000000
63090100;2;Volksbank Ulm-Biberach;89129;Langenau;Volksbank Ulm-Biberach;96019;;10;021984;U;0;00000000
63090100;2;Volksbank Ulm-Biberach;89134;Blaustein;Volksbank Ulm-Biberach;96019;;10;022216;U;0;00000000
63090100;2;Volksbank Ulm-Biberach;89250;Senden;Volksbank Ulm-Biberach;96019;;10;022700;U;0;00000000
63090100;2;Volksbank Ulm-Biberach;89257;Illertissen;Volksbank Ulm-Biberach;96019;;10;051267;U;0;00000000
63090100;2;Volksbank Ulm-Biberach;88193;Ravensburg;Volksbank Ulm-Biberach;96019;;10;051274;U;0;00000000
63090100;2;Volksbank Ulm-Biberach;88400;Biberach an der Ri·;Volksbank Ulm-Biberach;96019;;10;055148;U;0;00000000
63090100;2;Volksbank Ulm-Biberach;88410;Bad Wurzach;Volksbank Ulm-Biberach;96019;;10;055149;U;0;00000000
63090100;2;Volksbank Ulm-Biberach;88422;Bad Buchau;Volksbank Ulm-Biberach;96019;;10;055150;U;0;00000000
63090100;2;Volksbank Ulm-Biberach;88416;Ochsenhausen;Volksbank Ulm-Biberach;96019;;10;055151;U;0;00000000
63090100;2;Volksbank Ulm-Biberach;88427;Bad Schussenried;Volksbank Ulm-Biberach;96019;;10;055152;U;0;00000000
63090100;2;Volksbank Ulm-Biberach;88437;Maselheim;Volksbank Ulm-Biberach;96019;;10;055153;D;0;00000000
63090100;2;Volksbank Ulm-Biberach;88456;Ingoldingen;Volksbank Ulm-Biberach;96019;;10;055154;D;0;00000000
63090100;2;Volksbank Ulm-Biberach (Gf P2);89070;Ulm;Volksbank Ulm-Biberach;86019;;10;054372;U;0;00000000
63091010;1;Donau-Iller Bank;89574;Ehingen (Donau);Donau-Iller Bank;96062;GENODES1EHI;10;021429;U;0;00000000
63091010;2;Donau-Iller Bank;89613;Oberstadion;Donau-Iller Bank;96062;;10;020092;U;0;00000000
63091010;2;Donau-Iller Bank;89604;Allmendingen;Donau-Iller Bank;96062;;10;021517;U;0;00000000
63091010;2;Donau-Iller Bank;89597;Munderkingen;Donau-Iller Bank;96062;;10;021857;U;0;00000000
63091010;2;Donau-Iller Bank;89616;Rottenacker;Donau-Iller Bank;96062;;10;022616;U;0;00000000
63091010;2;Donau-Iller Bank;89601;Schelklingen;Donau-Iller Bank;96062;;10;022651;U;0;00000000
63091010;2;Donau-Iller Bank;88481;Balzheim;Donau-Iller Bank;96062;;10;056554;U;0;00000000
63091010;2;Donau-Iller Bank;89165;Dietenheim;Donau-Iller Bank;96062;;10;056555;U;0;00000000
63091010;2;Donau-Iller Bank;89185;HÅttisheim;Donau-Iller Bank;96062;;10;056556;U;0;00000000
63091010;2;Donau-Iller Bank;89169;Illerkirchberg;Donau-Iller Bank;96062;;10;056557;U;0;00000000
63091010;2;Donau-Iller Bank;89186;Illerrieden;Donau-Iller Bank;96062;;10;056558;U;0;00000000
63091010;2;Donau-Iller Bank;89194;SchnÅrpflingen;Donau-Iller Bank;96062;;10;056560;U;0;00000000
63091010;2;Donau-Iller Bank;89195;Staig;Donau-Iller Bank;96062;;10;056561;U;0;00000000
63091010;2;Donau-Iller Bank (Gf P2);89574;Ehingen (Donau);Donau-Iller Bank;86062;;10;054373;U;0;00000000
63091200;1;Volksbank Blaubeuren;89136;Blaubeuren;Volksbank Blaubeuren;96076;GENODES1BLA;10;021647;U;0;00000000
63091200;2;Volksbank Blaubeuren (Gf P2);89136;Blaubeuren;Volksbank Blaubeuren;86076;;10;054374;U;0;00000000
63091300;1;Volksbank Laichinger Alb;89150;Laichingen;Volksbank Laichinger Alb;96092;GENODES1LAI;10;021973;U;0;00000000
63091300;2;Volksbank Laichinger Alb (Gf P2);89150;Laichingen;Volksbank Laichinger Alb;86092;;10;054375;U;0;00000000
63220090;1;UniCredit Bank - HypoVereinsbank;89501;Heidenheim an der Brenz;UniCredit Bank-HypoVereinbk;22037;HYVEDEMM271;99;042555;U;0;00000000
63240016;1;Commerzbank;89502;Heidenheim an der Brenz;Commerzbank Heidenheim;24634;COBADEFFXXX;13;010220;U;0;00000000
63250030;1;Kreissparkasse Heidenheim;89505;Heidenheim an der Brenz;Kr Spk Heidenheim;56023;SOLADES1HDH;01;002562;U;0;00000000
63250030;2;Kreissparkasse Heidenheim;89547;Gerstetten;Kr Spk Heidenheim;56023;;01;002321;U;0;00000000
63250030;2;Kreissparkasse Heidenheim;89537;Giengen an der Brenz;Kr Spk Heidenheim;56023;;01;002322;U;0;00000000
63250030;2;Kreissparkasse Heidenheim;89564;Nattheim;Kr Spk Heidenheim;56023;;01;002476;U;0;00000000
63250030;2;Kreissparkasse Heidenheim;89168;Niederstotzingen;Kr Spk Heidenheim;56023;;01;002485;U;0;00000000
63250030;2;Kreissparkasse Heidenheim;89561;Dischingen;Kr Spk Heidenheim;56023;;01;002527;U;0;00000000
63250030;2;Kreissparkasse Heidenheim;89542;Herbrechtingen;Kr Spk Heidenheim;56023;;01;002571;U;0;00000000
63250030;2;Kreissparkasse Heidenheim;89568;Hermaringen;Kr Spk Heidenheim;56023;;01;002572;U;0;00000000
63250030;2;Kreissparkasse Heidenheim;89551;Kînigsbronn;Kr Spk Heidenheim;56023;;01;002671;U;0;00000000
63250030;2;Kreissparkasse Heidenheim;89567;Sontheim an der Brenz;Kr Spk Heidenheim;56023;;01;002852;U;0;00000000
63250030;2;Kreissparkasse Heidenheim;89555;Steinheim am Albuch;Kr Spk Heidenheim;56023;;01;002859;U;0;00000000
63290110;1;Heidenheimer Volksbank;89504;Heidenheim an der Brenz;Heidenheimer Volksbank;96027;GENODES1HDH;10;022295;U;0;00000000
63290110;2;Heidenheimer Volksbank;89547;Gerstetten;Heidenheimer Volksbank;96027;;10;021343;U;0;00000000
63290110;2;Heidenheimer Volksbank;89561;Dischingen;Heidenheimer Volksbank;96027;;10;021772;U;0;00000000
63290110;2;Heidenheimer Volksbank;89551;Kînigsbronn;Heidenheimer Volksbank;96027;;10;022221;U;0;00000000
63290110;2;Heidenheimer Volksbank;89564;Nattheim;Heidenheimer Volksbank;96027;;10;052585;U;0;00000000
63290110;2;Heidenheimer Volksbank;89542;Herbrechtingen;Heidenheimer Volksbank;96027;;10;052586;U;0;00000000
63290110;2;Heidenheimer Volksbank (Gf P2);89504;Heidenheim an der Brenz;Heidenheimer Volksbank;86027;;10;054376;U;0;00000000
63290110;2;Heidenheimer Volksbank Zw Steinheim;89555;Steinheim am Albuch;Heidenheimer Volksbank;96027;;10;022499;U;0;00000000
64000000;1;Bundesbank;72711;Reutlingen;BBk Reutlingen;20640;MARKDEF1640;09;011570;U;0;00000000
64020186;1;UniCredit Bank - HypoVereinsbank;72702;Reutlingen;UniCredit Bank-HypoVereinbk;22099;HYVEDEMM374;99;044617;U;0;00000000
64040033;1;Commerzbank;72701;Reutlingen;Commerzbank Reutlingen;24608;COBADEFFXXX;13;010251;U;0;00000000
64040045;1;Commerzbank;72555;Metzingen;Commerzbank Metzingen WÅrt;24609;COBADEFFXXX;13;037630;U;0;00000000
64050000;1;Kreissparkasse Reutlingen;72710;Reutlingen;Kr Spk Reutlingen;56007;SOLADES1REU;01;002638;U;0;00000000
64050000;2;Kreissparkasse Reutlingen;72820;SonnenbÅhl;Kr Spk Reutlingen;56007;;01;002282;U;0;00000000
64050000;2;Kreissparkasse Reutlingen;72532;Gomadingen;Kr Spk Reutlingen;56007;;01;002335;U;0;00000000
64050000;2;Kreissparkasse Reutlingen;72531;Hohenstein;Kr Spk Reutlingen;56007;;01;002386;U;0;00000000
64050000;2;Kreissparkasse Reutlingen;72813;St. Johann;Kr Spk Reutlingen;56007;;01;002394;U;0;00000000
64050000;2;Kreissparkasse Reutlingen;72587;Rîmerstein;Kr Spk Reutlingen;56007;;01;002397;U;0;00000000
64050000;2;Kreissparkasse Reutlingen;88529;Zwiefalten;Kr Spk Reutlingen;56007;;01;002437;U;0;00000000
64050000;2;Kreissparkasse Reutlingen;72537;Mehrstetten;Kr Spk Reutlingen;56007;;01;002454;U;0;00000000
